Time (sec),Force (N),Position (mm),Stress (Pa),Strain (m/m)
57.4,10700,3.73,100000000,0.0756
57.4,10400,3.74,97500000,0.0757
57.5,10200,3.74,95900000,0.0758
57.6,10200,3.75,95200000,0.0759
57.6,10100,3.76,94800000,0.0760
57.7,10100,3.76,94700000,0.0761
57.8,10100,3.77,94800000,0.0762
57.8,10100,3.77,94900000,0.0763
57.9,10200,3.78,95200000,0.0765
57.9,10200,3.78,95500000,0.0766
58.0,10200,3.79,95800000,0.0767
58.1,10300,3.79,96100000,0.0768
58.1,10300,3.80,96500000,0.0769
58.2,10400,3.80,96900000,0.0770
58.3,10400,3.81,97300000,0.0771
58.3,10500,3.81,97800000,0.0772
58.4,10500,3.82,98200000,0.0773
58.5,10500,3.82,98600000,0.0774
58.5,10600,3.83,99100000,0.0775
58.6,10600,3.83,99500000,0.0776
58.7,10700,3.84,99900000,0.0777
58.7,10700,3.84,100000000,0.0778
58.8,10800,3.85,101000000,0.0780
58.8,10800,3.86,101000000,0.0781
58.9,10900,3.86,102000000,0.0782
59.0,10900,3.87,102000000,0.0783
59.0,10900,3.87,102000000,0.0784
59.1,11000,3.88,103000000,0.0785
59.2,11000,3.88,103000000,0.0786
59.2,11100,3.89,104000000,0.0787
59.3,11100,3.89,104000000,0.0788
59.4,11100,3.90,104000000,0.0789
59.4,11200,3.90,105000000,0.0790
59.5,11200,3.91,105000000,0.0791
59.6,11300,3.91,105000000,0.0792
59.6,11300,3.92,106000000,0.0794
59.7,11300,3.92,106000000,0.0795
59.7,11400,3.93,106000000,0.0796
59.8,11400,3.93,107000000,0.0797
59.9,11400,3.94,107000000,0.0798
59.9,11500,3.95,107000000,0.0799
60.0,11500,3.95,107000000,0.0800
60.1,11500,3.96,108000000,0.0801
60.1,11500,3.96,108000000,0.0802
60.2,11600,3.97,108000000,0.0803
60.3,11600,3.97,108000000,0.0804
60.3,11600,3.98,109000000,0.0805
60.4,11600,3.98,109000000,0.0806
60.5,11700,3.99,109000000,0.0808
60.5,11700,3.99,109000000,0.0809
60.6,11700,4.00,109000000,0.0810
60.7,11700,4.00,109000000,0.0811
60.7,11700,4.01,110000000,0.0812
60.8,11700,4.01,110000000,0.0813
60.8,11800,4.02,110000000,0.0814
60.9,11800,4.03,110000000,0.0815
61.0,11800,4.03,110000000,0.0816
61.0,11800,4.04,110000000,0.0817
61.1,11800,4.04,110000000,0.0818
61.2,11800,4.05,110000000,0.0819
61.2,11800,4.05,111000000,0.0820
61.3,11800,4.06,111000000,0.0821
61.4,11800,4.06,111000000,0.0823
61.4,11800,4.07,111000000,0.0824
61.5,11900,4.07,111000000,0.0825
61.6,11900,4.08,111000000,0.0826
61.6,11900,4.08,111000000,0.0827
61.7,11900,4.09,111000000,0.0828
61.7,11900,4.09,111000000,0.0829
61.8,11900,4.10,111000000,0.0830
61.9,11900,4.11,111000000,0.0831
61.9,11900,4.11,111000000,0.0832
62.0,11900,4.12,111000000,0.0833
62.1,11900,4.12,111000000,0.0834
62.1,11900,4.13,111000000,0.0835
62.2,11900,4.13,111000000,0.0837
62.3,11900,4.14,111000000,0.0838
62.3,11900,4.14,111000000,0.0839
62.4,11900,4.15,111000000,0.0840
62.5,11800,4.15,111000000,0.0841
62.5,11800,4.16,111000000,0.0842
62.6,11800,4.16,111000000,0.0843
62.6,11800,4.17,111000000,0.0844
62.7,11800,4.17,110000000,0.0845
62.8,11800,4.18,110000000,0.0846
62.8,11800,4.18,110000000,0.0847
62.9,11800,4.19,110000000,0.0848
63.0,11700,4.20,110000000,0.0849
63.0,11700,4.20,110000000,0.0850
63.1,11700,4.21,109000000,0.0852
63.2,11700,4.21,109000000,0.0853
63.2,11700,4.22,109000000,0.0854
63.3,11600,4.22,109000000,0.0855
63.4,11600,4.23,108000000,0.0856
63.4,11600,4.23,108000000,0.0857
63.5,11500,4.24,108000000,0.0858
63.5,11500,4.24,108000000,0.0859
63.6,11500,4.25,107000000,0.0860
63.7,11400,4.25,107000000,0.0861
63.7,11300,4.26,106000000,0.0862
63.8,11300,4.26,105000000,0.0863
63.9,11200,4.27,105000000,0.0864
63.9,11100,4.27,104000000,0.0866
64.0,10900,4.28,102000000,0.0867
64.1,10800,4.29,101000000,0.0868
64.1,10600,4.29,99300000,0.0869
64.2,10300,4.30,96600000,0.0870
64.3,9970,4.30,93200000,0.0871
64.3,9680,4.31,90500000,0.0872
64.4,9480,4.31,88700000,0.0873
64.5,9370,4.32,87600000,0.0874
64.5,9300,4.32,86900000,0.0875
64.6,9260,4.33,86600000,0.0876
64.6,9240,4.33,86400000,0.0877
64.7,9220,4.34,86300000,0.0878
64.8,9230,4.34,86300000,0.0880
64.8,9230,4.35,86400000,0.0881
64.9,9250,4.35,86500000,0.0882
65.0,9260,4.36,86600000,0.0883
65.0,9280,4.37,86800000,0.0884
65.1,9300,4.37,87000000,0.0885
65.2,9320,4.38,87100000,0.0886
65.2,9340,4.38,87400000,0.0887
65.3,9360,4.39,87500000,0.0888
65.4,9380,4.39,87700000,0.0889
65.4,9400,4.40,88000000,0.0890
65.5,9420,4.40,88100000,0.0891
65.5,9450,4.41,88400000,0.0892
65.6,9460,4.41,88500000,0.0893
65.7,9490,4.42,88700000,0.0895
65.7,9500,4.42,88900000,0.0896
65.8,9520,4.43,89100000,0.0897
65.9,9540,4.43,89300000,0.0898
65.9,9560,4.44,89400000,0.0899
66.0,9580,4.44,89600000,0.0900
66.1,9590,4.45,89700000,0.0901
66.1,9600,4.46,89800000,0.0902
66.2,9620,4.46,90000000,0.0903
66.3,9630,4.47,90000000,0.0904
66.3,9650,4.47,90200000,0.0905
66.4,9650,4.48,90300000,0.0906
66.4,9670,4.48,90400000,0.0907
66.5,9670,4.49,90500000,0.0908
66.6,9680,4.49,90500000,0.0910
66.6,9690,4.50,90600000,0.0911
66.7,9690,4.50,90600000,0.0912
66.8,9700,4.51,90700000,0.0913
66.8,9710,4.51,90800000,0.0914
66.9,9710,4.52,90800000,0.0915
67.0,9710,4.52,90900000,0.0916
67.0,9720,4.53,90900000,0.0917
67.1,9730,4.53,91000000,0.0918
67.2,9730,4.54,91000000,0.0919
67.2,9740,4.55,91100000,0.0920
67.3,9740,4.55,91100000,0.0921
67.4,9750,4.56,91200000,0.0922
67.4,9760,4.56,91300000,0.0923
67.5,9770,4.57,91400000,0.0925
67.5,9780,4.57,91500000,0.0926
67.6,9790,4.58,91600000,0.0927
67.7,9810,4.58,91700000,0.0928
67.7,9820,4.59,91800000,0.0929
67.8,9830,4.59,92000000,0.0930
67.9,9850,4.60,92100000,0.0931
67.9,9860,4.60,92200000,0.0932
68.0,9880,4.61,92400000,0.0933
68.1,9890,4.61,92500000,0.0934
68.1,9910,4.62,92700000,0.0935
68.2,9920,4.62,92800000,0.0936
68.3,9930,4.63,92900000,0.0937
68.3,9950,4.64,93100000,0.0939
68.4,9960,4.64,93200000,0.0940
68.4,9980,4.65,93300000,0.0941
68.5,9990,4.65,93400000,0.0942
68.6,10000,4.66,93600000,0.0943
68.6,10000,4.66,93700000,0.0944
68.7,10000,4.67,93900000,0.0945
68.8,10100,4.67,94100000,0.0946
68.8,10100,4.68,94300000,0.0947
68.9,10100,4.68,94500000,0.0948
69.0,10100,4.69,94600000,0.0949
69.0,10100,4.69,94800000,0.0950
69.1,10200,4.70,95100000,0.0951
69.2,10200,4.70,95200000,0.0953
69.2,10200,4.71,95500000,0.0954
69.3,10200,4.72,95700000,0.0955
69.3,10300,4.72,95900000,0.0956
69.4,10300,4.73,96100000,0.0957
69.5,10300,4.73,96400000,0.0958
69.5,10300,4.74,96600000,0.0959
69.6,10400,4.74,96800000,0.0960
69.7,10400,4.75,97100000,0.0961
69.7,10400,4.75,97300000,0.0962
69.8,10400,4.76,97500000,0.0963
69.9,10400,4.76,97700000,0.0964
69.9,10500,4.77,97800000,0.0965
70.0,10500,4.77,98100000,0.0967
70.1,10500,4.78,98200000,0.0968
70.1,10500,4.78,98400000,0.0969
70.2,10500,4.79,98600000,0.0970
70.3,10600,4.80,98700000,0.0971
70.3,10600,4.80,98800000,0.0972
70.4,10600,4.81,98900000,0.0973
70.4,10600,4.81,99100000,0.0974
70.5,10600,4.82,99200000,0.0975
70.6,10600,4.82,99400000,0.0976
70.6,10600,4.83,99500000,0.0977
70.7,10700,4.83,99600000,0.0978
70.8,10700,4.84,99800000,0.0979
70.8,10700,4.84,99900000,0.0980
70.9,10700,4.85,100000000,0.0982
71.0,10700,4.85,100000000,0.0983
71.0,10700,4.86,101000000,0.0984
71.1,10800,4.86,101000000,0.0985
71.2,10800,4.87,101000000,0.0986
71.2,10800,4.87,101000000,0.0987
71.3,10800,4.88,101000000,0.0988
71.3,10800,4.89,101000000,0.0989
71.4,10900,4.89,102000000,0.0990
71.5,10900,4.90,102000000,0.0991
71.5,10900,4.90,102000000,0.0992
71.6,10900,4.91,102000000,0.0993
71.7,10900,4.91,102000000,0.0994
71.7,10900,4.92,102000000,0.0995
71.8,11000,4.92,103000000,0.0997
71.9,11000,4.93,103000000,0.0998
71.9,11000,4.93,103000000,0.0999
72.0,11000,4.94,103000000,0.100
72.1,11000,4.94,103000000,0.100
72.1,11000,4.95,103000000,0.100
72.2,11000,4.95,103000000,0.100
72.2,11000,4.96,103000000,0.100
72.3,11000,4.96,103000000,0.101
72.4,11000,4.97,103000000,0.101
72.4,11000,4.98,103000000,0.101
72.5,11000,4.98,103000000,0.101
72.6,11000,4.99,103000000,0.101
72.6,11000,4.99,103000000,0.101
72.7,11000,5.00,103000000,0.101
72.8,11000,5.00,103000000,0.101
72.8,11000,5.01,103000000,0.101
72.9,11000,5.01,103000000,0.101
73.0,11000,5.02,103000000,0.102
73.0,11000,5.02,103000000,0.102
73.1,11000,5.03,103000000,0.102
73.1,11000,5.03,103000000,0.102
73.2,11000,5.04,103000000,0.102
73.3,11000,5.04,103000000,0.102
73.3,11000,5.05,103000000,0.102
73.4,11000,5.05,102000000,0.102
73.5,10900,5.06,102000000,0.102
73.5,10900,5.07,102000000,0.103
73.6,10900,5.07,102000000,0.103
73.7,10900,5.08,102000000,0.103
73.7,10900,5.08,102000000,0.103
73.8,10900,5.09,102000000,0.103
73.9,10800,5.09,101000000,0.103
73.9,10800,5.10,101000000,0.103
74.0,10800,5.10,101000000,0.103
74.1,10800,5.11,101000000,0.103
74.1,10700,5.11,100000000,0.104
74.2,10700,5.12,100000000,0.104
74.2,10700,5.12,99900000,0.104
74.3,10600,5.13,99600000,0.104
74.4,10600,5.13,99300000,0.104
74.4,10600,5.14,99100000,0.104
74.5,10600,5.15,98800000,0.104
74.6,10500,5.15,98600000,0.104
74.6,10500,5.16,98300000,0.104
74.7,10500,5.16,98100000,0.105
74.8,10500,5.17,97900000,0.105
74.8,10400,5.17,97700000,0.105
74.9,10400,5.18,97500000,0.105
75.0,10400,5.18,97300000,0.105
75.0,10400,5.19,97100000,0.105
75.1,10400,5.19,96900000,0.105
75.1,10300,5.20,96700000,0.105
75.2,10300,5.20,96600000,0.105
75.3,10300,5.21,96400000,0.105
75.3,10300,5.21,96200000,0.106
75.4,10300,5.22,95900000,0.106
75.5,10200,5.23,95700000,0.106
75.5,10200,5.23,95400000,0.106
75.6,10200,5.24,95100000,0.106
75.7,10100,5.24,94800000,0.106
75.7,10100,5.25,94500000,0.106
75.8,10100,5.25,94200000,0.106
75.9,10000,5.26,93800000,0.106
75.9,9980,5.26,93400000,0.107
76.0,9950,5.27,93000000,0.107
76.0,9900,5.27,92600000,0.107
76.1,9860,5.28,92200000,0.107
76.2,9820,5.28,91800000,0.107
76.2,9770,5.29,91400000,0.107
76.3,9710,5.29,90800000,0.107
76.4,9640,5.30,90200000,0.107
76.4,9560,5.30,89400000,0.107
76.5,9440,5.31,88300000,0.108
76.6,9260,5.32,86600000,0.108
76.6,8940,5.32,83600000,0.108
76.8,7980,5.33,74600000,0.108
